comp_name;acme_code;active;emp_name;country_states;gender_code;gender;marital_status;ethnicity;dt_birthday;dt_hire;dt_resignation;satisfaction_grade;actual_salary
5|ACME Corporation;43;1;Analu Botelho Martini;5|Portugal|5| Lisboa;F;Female;5|single;7|  Hispanic or LATINO;26/07/1958;21/04/2003;#N/A;4;€ 9.080,00
5|ACME Corporation;44;1;Marcelo Bermudes Romano;5|Portugal|10|Faro;M;Male;6|MarrieD;5| white;03/03/1971;08/05/2011;#N/A;5;€ 9.000,00
5|ACME Corporation;45;1;Fellipe Vaz Leite;5|Portugal|9|braga;M;Male;7|Widowed ;5| white;22/02/1978;04/06/2017;#N/A;4;€ 9.080,00
5|ACME Corporation;46;1;Raquel Alves Nunes;5|Portugal|19|Beja;F;Female;8| Separated ;5| white;08/08/1952;29/07/2011;#N/A;5;€ 8.500,00
5|ACME Corporation;47;1;Gabriel Esposito Nascimento;5|Portugal|12|Leiria;M;Male;8| Separated ;5| white;05/09/1981;12/06/2015;#N/A;5;€ 8.500,00
5|ACME Corporation;48;1;Isabel Caminha Barbosa;5|Portugal|6|PORTO;F;Female;8| Separated ;6|Black or African American;16/11/1952;21/12/2007;#N/A;4;€ 2.620,00
5|ACME Corporation;49;1;Wagner Bianchi Figo;5|Portugal|12|Leiria;M;Male;6|MarrieD;5| white;13/10/1960;02/05/2001;#N/A;5;€ 1.305,00
5|ACME Corporation;50;1;Theo Reis Greco;5|Portugal|8|AveirO;M;Male;9|DIVORCED;5| white;30/08/1948;18/12/2017;#N/A;4;€ 2.610,00
5|ACME Corporation;51;1;Wagner Cardoso Albuquerque;5|Portugal|11|Santarém;M;Male;5|single;5| white;14/12/1984;16/01/2008;#N/A;4;€ 1.305,00
5|ACME Corporation;52;1;Marianna Castro Dias;5|Portugal|22|Vila Real;F;Female;5|single;5| white;16/12/1958;03/07/2004;#N/A;4;€ 3.000,00
5|ACME Corporation;53;1;César Garcia Cardozo;5|Portugal|8|AveirO;M;Male;5|single;5| white;29/07/1988;25/05/2021;#N/A;4;€ 1.285,00
5|ACME Corporation;54;1;Maria Isis Morais Alves;5|Portugal|23|Viana do Castelo;F;Female;5|single;7|  Hispanic or LATINO;09/07/1972;06/09/2014;#N/A;5;€ 3.000,00
5|ACME Corporation;55;1;Isis Lopes Garcia;5|Portugal|16|Azores;F;Female;6|MarrieD;6|Black or African American;03/01/1949;25/02/2002;#N/A;5;€ 1.385,00
5|ACME Corporation;56;1;Yasmin Esposito Longo;5|Portugal|16|Azores;F;Female;6|MarrieD;8|ASIAN;17/03/1957;02/03/2021;#N/A;5;€ 2.580,00
5|ACME Corporation;57;1;Marcelo Marino Silva;5|Portugal|17|Viseu;M;Male;9|DIVORCED;5| white;17/10/1951;09/09/2004;#N/A;4;€ 1.205,00
5|ACME Corporation;58;1;Murilo Moretti Rangel;5|Portugal|20|Portalegre;M;Male;9|DIVORCED;5| white;12/04/1972;02/05/2010;#N/A;4;€ 2.500,00
5|ACME Corporation;59;1;Murilo Caruso Alvarenga;5|Portugal|17|Viseu;M;Male;8| Separated ;5| white;04/07/1967;21/06/2018;#N/A;4;€ 1.285,00
5|ACME Corporation;60;1;Pedro Miguel Pasquim Aragão;5|Portugal|14|Madeira;M;Male;6|MarrieD;5| white;16/03/1978;27/12/2003;#N/A;4;€ 2.580,00
5|ACME Corporation;61;1;Ana Sophia Aragão Furtado;5|Portugal|11|Santarém;F;Female;8| Separated ;5| white;15/09/1990;26/03/2009;#N/A;4;€ 1.205,00
5|ACME Corporation;62;1;Clara de Oliveira Padrão;5|Portugal|8|AveirO;F;Female;6|MarrieD;6|Black or African American;03/08/1953;05/04/2010;#N/A;5;€ 2.580,00
5|ACME Corporation;63;1;Stella Mendes sobrenome;5|Portugal|13|Coimbra;F;Female;6|MarrieD;5| white;15/06/1976;27/02/2012;#N/A;5;€ 1.305,00
5|ACME Corporation;64;1;Isabely Monteiro Leite;5|Portugal|12|Leiria;F;Female;8| Separated ;5| white;12/05/1970;04/02/2002;#N/A;5;€ 2.500,00
5|ACME Corporation;65;1;Lia Braga Pinheiro;5|Portugal|9|braga;F;Female;8| Separated ;7|  Hispanic or LATINO;14/01/1974;16/05/2020;#N/A;5;€ 1.305,00
5|ACME Corporation;66;1;Ananda Paulista Pedrosa;5|Portugal|15| ÉVORA;F;Female;9|DIVORCED;5| white;12/02/1971;22/02/2007;#N/A;4;€ 2.500,00
5|ACME Corporation;67;1;Íris Carvalho Rodrigues;5|Portugal|8|AveirO;F;Female;5|single;5| white;07/12/1952;29/10/2009;#N/A;5;€ 1.205,00
5|ACME Corporation;68;1;Maria Glória Silva de Oliveira;5|Portugal|15| ÉVORA;F;Female;6|MarrieD;5| white;23/05/1969;26/06/2006;#N/A;4;€ 3.000,00
5|ACME Corporation;69;1;Isabella Nascimento Pinheiro;5|Portugal|22|Vila Real;F;Female;7|Widowed ;6|Black or African American;09/01/1977;09/07/2014;#N/A;5;€ 1.305,00
5|ACME Corporation;70;1;Kaique Siqueira Mariani;5|Portugal|18|Castelo Branco;M;Male;7|Widowed ;5| white;13/10/1952;25/10/2000;#N/A;4;€ 3.000,00
5|ACME Corporation;71;1;Rainah Bandeira Santacruz;5|Portugal|14|Madeira;F;Female;9|DIVORCED;5| white;16/07/1991;06/08/2022;#N/A;5;€ 1.285,00
5|ACME Corporation;72;1;Michael Salvador Barreto;5|Portugal|24|Brangança;M;Male;8| Separated ;5| white;06/07/1970;01/08/2018;#N/A;5;€ 3.000,00
5|ACME Corporation;73;1;Henry Alcantara Morato;5|Portugal|9|braga;M;Male;7|Widowed ;5| white;01/10/1949;04/09/2010;#N/A;5;€ 1.305,00
5|ACME Corporation;74;1;Francisca Amor Campos;5|Portugal|12|Leiria;F;Female;6|MarrieD;5| white;01/12/1953;06/08/2007;#N/A;5;€ 3.000,00
5|ACME Corporation;75;1;Caroline Morato Fontana;5|Portugal|9|braga;F;Female;5|single;8|ASIAN;13/03/1987;13/06/2005;#N/A;4;€ 1.285,00
5|ACME Corporation;76;1;Gabriela Frasão Pellegrini;5|Portugal|13|Coimbra;F;Female;8| Separated ;7|  Hispanic or LATINO;15/10/1960;03/08/2002;#N/A;5;€ 2.500,00
5|ACME Corporation;77;1;Maitê Camões Alvarenga;5|Portugal|20|Portalegre;F;Female;6|MarrieD;5| white;15/08/1982;22/05/2005;#N/A;5;€ 1.305,00
5|ACME Corporation;78;1;Sophie Leone Anunciação;5|Portugal|20|Portalegre;F;Female;8| Separated ;5| white;07/04/1974;20/12/2006;#N/A;4;€ 3.000,00
5|ACME Corporation;79;1;Clarisse Pimenta Carvalho;5|Portugal|16|Azores;F;Female;5|single;5| white;23/08/1956;30/03/2022;#N/A;5;€ 1.305,00
5|ACME Corporation;80;1;Caroline Morais Barboza;5|Portugal|21|Guarda;F;Female;8| Separated ;5| white;12/06/1960;29/03/2009;#N/A;4;€ 3.080,00
5|ACME Corporation;81;1;Adelaide Russo Moreira;5|Portugal|21|Guarda;F;Female;5|single;5| white;20/02/1963;20/10/1999;#N/A;4;€ 1.385,00
5|ACME Corporation;82;1;Júlio Abranches Tavares;5|Portugal|16|Azores;M;Male;5|single;5| white;28/03/1955;13/07/2016;#N/A;4;€ 3.000,00
5|ACME Corporation;83;1;Maya Botelho Ricci;5|Portugal|18|Castelo Branco;F;Female;8| Separated ;6|Black or African American;22/04/1964;07/10/2013;#N/A;5;€ 1.205,00
5|ACME Corporation;84;1;Lorena Medeiros Frois;5|Portugal|7| Setúbal ;F;Female;7|Widowed ;5| white;17/06/1978;14/04/2019;#N/A;5;€ 3.080,00
5|ACME Corporation;85;1;Heloise Testa Ribeiro;5|Portugal|19|Beja;F;Female;7|Widowed ;5| white;01/12/1985;04/10/2010;#N/A;5;€ 1.205,00
5|ACME Corporation;86;1;Danniel Rossi Bermudes;5|Portugal|24|Brangança;M;Male;9|DIVORCED;5| white;02/10/1955;01/05/2003;#N/A;4;€ 3.000,00
5|ACME Corporation;87;1;Alicia Tavarez Padrão;5|Portugal|5| Lisboa;F;Female;9|DIVORCED;7|  Hispanic or LATINO;16/11/1986;16/05/2010;#N/A;4;€ 1.205,00
5|ACME Corporation;88;1;Amanda Bicalho Oliveira;5|Portugal|19|Beja;F;Female;5|single;5| white;20/03/1976;08/09/2003;#N/A;4;€ 2.580,00
5|ACME Corporation;89;1;Aline Pedroso Camargo;5|Portugal|17|Viseu;F;Female;5|single;5| white;08/05/1976;01/09/2022;#N/A;4;€ 1.385,00
5|ACME Corporation;90;1;Lívia Giordano Melo;5|Portugal|19|Beja;F;Female;7|Widowed ;6|Black or African American;08/09/1976;27/02/2018;#N/A;4;€ 3.080,00
5|ACME Corporation;91;1;Emilly Saragoça sobrenome;5|Portugal|8|AveirO;F;Female;9|DIVORCED;5| white;07/11/1982;13/01/2013;#N/A;5;€ 1.305,00
5|ACME Corporation;92;1;João Miguel Abranches Fontana;5|Portugal|17|Viseu;M;Male;7|Widowed ;5| white;11/04/1961;25/07/2008;#N/A;4;€ 2.500,00
5|ACME Corporation;93;1;Marinah Figo Ferrão;5|Portugal|5| Lisboa;F;Female;9|DIVORCED;5| white;25/06/1956;08/10/1999;#N/A;4;€ 1.385,00
5|ACME Corporation;94;1;Lavínia Garcia Brito;5|Portugal|13|Coimbra;F;Female;6|MarrieD;8|ASIAN;04/05/1986;23/09/1999;#N/A;4;€ 3.000,00
5|ACME Corporation;95;1;Frankin Batista Holanda;5|Portugal|7| Setúbal ;M;Male;9|DIVORCED;5| white;13/09/1973;10/09/1999;#N/A;5;€ 1.205,00
5|ACME Corporation;96;1;Eva Lima Holanda;5|Portugal|16|Azores;F;Female;7|Widowed ;5| white;05/09/1985;20/01/2022;#N/A;4;€ 3.080,00
5|ACME Corporation;97;1;Ana Clara Garcia Batista;5|Portugal|9|braga;F;Female;7|Widowed ;6|Black or African American;11/02/1983;17/11/2013;#N/A;5;€ 1.205,00
5|ACME Corporation;98;1;Maria Isis Dias Saragoça;5|Portugal|23|Viana do Castelo;F;Female;6|MarrieD;7|  Hispanic or LATINO;13/09/1981;26/03/1999;#N/A;4;€ 3.080,00
5|ACME Corporation;99;1;Vitor Battaglia Borba;5|Portugal|23|Viana do Castelo;M;Male;9|DIVORCED;5| white;22/03/1956;25/11/2013;#N/A;4;€ 1.285,00
5|ACME Corporation;100;1;Lucas Gomes Brasil;5|Portugal|12|Leiria;M;Male;8| Separated ;5| white;06/09/1983;19/02/2010;#N/A;5;€ 3.000,00
5|ACME Corporation;101;1;Henrique Badu Mariani;5|Portugal|15| ÉVORA;M;Male;7|Widowed ;5| white;22/05/1986;15/01/2008;#N/A;4;€ 1.385,00
5|ACME Corporation;102;1;Laís Siqueira Monteiro;5|Portugal|13|Coimbra;F;Female;9|DIVORCED;5| white;08/12/1981;08/06/2018;#N/A;5;€ 3.000,00
5|ACME Corporation;103;1;Caue Costatini Paulista;5|Portugal|20|Portalegre;M;Male;6|MarrieD;5| white;10/05/1986;18/03/2021;#N/A;4;€ 1.305,00
5|ACME Corporation;104;1;Tomas Auth Melo;5|Portugal|17|Viseu;M;Male;8| Separated ;6|Black or African American;14/08/1987;19/06/2005;#N/A;4;€ 3.000,00
5|ACME Corporation;105;1;Ane Caroline Rodrigues Costa;5|Portugal|19|Beja;F;Female;9|DIVORCED;5| white;15/08/1957;24/06/2017;#N/A;5;€ 1.285,00
5|ACME Corporation;106;1;Emanuelly Conti Negrão;5|Portugal|7| Setúbal ;F;Female;8| Separated ;5| white;20/05/1987;28/06/2013;#N/A;4;€ 3.080,00
5|ACME Corporation;107;1;Ana Vitória Silva Ferrara;5|Portugal|16|Azores;F;Female;5|single;5| white;06/12/1951;17/08/2014;#N/A;5;€ 1.205,00
5|ACME Corporation;108;1;Fernando Manuel Morato Rinaldi;5|Portugal|19|Beja;M;Male;5|single;5| white;09/04/1956;06/03/2022;#N/A;5;€ 3.000,00
5|ACME Corporation;109;1;Arthur Gabriel Brito Araújo;5|Portugal|15| ÉVORA;M;Male;9|DIVORCED;7|  Hispanic or LATINO;29/03/1953;24/03/2008;#N/A;5;€ 1.285,00
5|ACME Corporation;110;0;Kaique Rizzo Conti;5|Portugal|10|Faro;M;Male;5|single;5| white;04/08/1953;14/10/2000;17/05/2020;2;€ 2.580,00
5|ACME Corporation;111;1;Malco Aguiar Fontana;5|Portugal|16|Azores;M;Male;7|Widowed ;6|Black or African American;27/08/1966;11/02/2022;#N/A;5;€ 1.285,00
5|ACME Corporation;112;1;Luiz Henrique Albuquerque Cardoso;5|Portugal|10|Faro;M;Male;7|Widowed ;5| white;18/11/1950;18/01/2000;#N/A;5;€ 3.000,00
5|ACME Corporation;113;1;Vinícius Esteves Soares;5|Portugal|14|Madeira;M;Male;5|single;8|ASIAN;07/02/1963;17/11/2011;#N/A;5;€ 1.385,00
5|ACME Corporation;114;1;Victor Pinto Esposito;5|Portugal|17|Viseu;M;Male;5|single;5| white;23/09/1986;29/05/2007;#N/A;4;€ 2.500,00
5|ACME Corporation;115;1;Ayla Pimentel Peçanha;5|Portugal|17|Viseu;F;Female;7|Widowed ;5| white;03/05/1975;16/11/2012;#N/A;5;€ 1.385,00
5|ACME Corporation;116;1;Thomas Moura Negrão;5|Portugal|19|Beja;M;Male;7|Widowed ;5| white;18/08/1960;15/11/2010;#N/A;5;€ 3.000,00
5|ACME Corporation;117;1;Marcelo Leone Alvaregna;5|Portugal|22|Vila Real;M;Male;5|single;5| white;02/01/1970;31/12/2005;#N/A;4;€ 1.205,00
5|ACME Corporation;118;1;Eduardo Leone Pinto;5|Portugal|18|Castelo Branco;M;Male;6|MarrieD;6|Black or African American;27/03/1978;27/05/2000;#N/A;4;€ 3.000,00
5|ACME Corporation;119;1;Ana Carolina Dias Esposito;5|Portugal|16|Azores;F;Female;8| Separated ;5| white;01/04/1968;01/11/2015;#N/A;4;€ 1.205,00
5|ACME Corporation;120;1;Giovanna Rangel Rangel;5|Portugal|20|Portalegre;F;Female;7|Widowed ;7|  Hispanic or LATINO;03/11/1969;06/02/2005;#N/A;4;€ 3.080,00
5|ACME Corporation;121;1;Vinicios de Oliveira Costatini;5|Portugal|6|PORTO;M;Male;5|single;5| white;25/10/1976;20/12/1999;#N/A;5;€ 1.285,00
5|ACME Corporation;122;1;Kauê Russo Barros;5|Portugal|23|Viana do Castelo;M;Male;5|single;5| white;27/11/1973;01/09/2000;#N/A;5;€ 2.580,00
5|ACME Corporation;123;1;Luiza Pinheiro Araújo;5|Portugal|24|Brangança;F;Female;6|MarrieD;5| white;02/06/1951;01/10/2012;#N/A;4;€ 1.305,00
5|ACME Corporation;124;1;Davi Luiz Junqueira Noronha;5|Portugal|5| Lisboa;M;Male;9|DIVORCED;5| white;01/02/1960;02/04/2005;#N/A;5;€ 2.500,00
5|ACME Corporation;125;1;Helena Bianchi Dias;5|Portugal|20|Portalegre;F;Female;5|single;6|Black or African American;03/02/1985;06/07/2010;#N/A;4;€ 1.205,00
5|ACME Corporation;126;1;Antonella Machado Alves;5|Portugal|18|Castelo Branco;F;Female;9|DIVORCED;5| white;21/07/1984;02/09/2004;#N/A;4;€ 3.000,00
5|ACME Corporation;127;1;Micaela Greco Esteves;5|Portugal|24|Brangança;F;Female;8| Separated ;5| white;30/12/1974;22/04/2001;#N/A;5;€ 1.285,00
5|ACME Corporation;128;1;Ana Liz Aleluia Seixas;5|Portugal|23|Viana do Castelo;F;Female;6|MarrieD;5| white;17/08/1966;28/09/2022;#N/A;4;€ 3.080,00
5|ACME Corporation;129;1;Fernando Manuel Gonçalves Azeredo;5|Portugal|24|Brangança;M;Male;9|DIVORCED;5| white;16/04/1953;13/01/2014;#N/A;5;€ 1.285,00
5|ACME Corporation;130;1;Henrico Santacruz Barreto;5|Portugal|23|Viana do Castelo;M;Male;9|DIVORCED;5| white;04/12/1972;16/12/2000;#N/A;4;€ 2.500,00
5|ACME Corporation;131;1;Mariah Melo Araújo;5|Portugal|11|Santarém;F;Female;9|DIVORCED;7|  Hispanic or LATINO;11/10/1972;28/03/2022;#N/A;4;€ 1.305,00
5|ACME Corporation;132;1;João Luccas Borges Rinaldi;5|Portugal|11|Santarém;M;Male;9|DIVORCED;8|ASIAN;11/04/1968;22/04/2002;#N/A;4;€ 2.500,00
5|ACME Corporation;133;1;Marta sobrenome Barreto;5|Portugal|12|Leiria;F;Female;5|single;5| white;04/03/1956;19/07/2018;#N/A;5;€ 1.205,00
5|ACME Corporation;134;1;Ana Lívia Brasão Farias;5|Portugal|16|Azores;F;Female;9|DIVORCED;5| white;25/10/1966;01/05/2008;#N/A;4;€ 3.000,00
5|ACME Corporation;135;1;Deborah Russo Pinheiro;5|Portugal|24|Brangança;F;Female;6|MarrieD;5| white;26/05/1984;25/12/2006;#N/A;4;€ 1.305,00
5|ACME Corporation;136;1;Fernando Gouveia Marino;5|Portugal|12|Leiria;M;Male;9|DIVORCED;5| white;11/02/1960;18/02/2020;#N/A;5;€ 3.080,00
5|ACME Corporation;137;1;João Gabriel Ferrari Marino;5|Portugal|5| Lisboa;M;Male;8| Separated ;5| white;17/01/1965;04/03/2006;#N/A;5;€ 1.305,00
5|ACME Corporation;138;1;Débora Nunes Negreiros;5|Portugal|14|Madeira;F;Female;8| Separated ;5| white;28/02/1980;12/09/2022;#N/A;5;€ 3.000,00
5|ACME Corporation;139;1;Sammuel Almeida Costatini;5|Portugal|6|PORTO;M;Male;8| Separated ;6|Black or African American;22/12/1957;10/07/1999;#N/A;4;€ 1.285,00
5|ACME Corporation;140;1;Heitor Paulista de Oliveira;5|Portugal|17|Viseu;M;Male;8| Separated ;5| white;02/12/1966;30/03/2012;#N/A;5;€ 2.500,00
5|ACME Corporation;141;1;Emilly Nascimento Pedrosa;5|Portugal|13|Coimbra;F;Female;8| Separated ;5| white;27/08/1982;01/02/2021;#N/A;4;€ 1.305,00
5|ACME Corporation;142;1;César Freitas Pasquim;5|Portugal|15| ÉVORA;M;Male;9|DIVORCED;7|  Hispanic or LATINO;28/10/1974;21/06/2009;#N/A;5;€ 3.080,00
5|ACME Corporation;143;1;Davi Romano Alvaregna;5|Portugal|21|Guarda;M;Male;9|DIVORCED;5| white;04/07/1992;11/08/2012;#N/A;4;€ 1.305,00
5|ACME Corporation;144;1;Alicia Russo Santoro;5|Portugal|16|Azores;F;Female;8| Separated ;5| white;02/04/1980;22/03/2005;#N/A;5;€ 2.500,00
5|ACME Corporation;145;1;Carlos Carneiro Nunes;5|Portugal|8|AveirO;M;Male;6|MarrieD;5| white;05/09/1981;05/01/2014;#N/A;5;€ 1.205,00
5|ACME Corporation;146;1;Daniel Arruda Negreiros;5|Portugal|19|Beja;M;Male;5|single;6|Black or African American;09/02/1949;24/05/2012;#N/A;5;€ 2.580,00
5|ACME Corporation;147;1;Kauê Negrão Melo;5|Portugal|18|Castelo Branco;M;Male;7|Widowed ;5| white;07/07/1952;14/10/2020;#N/A;5;€ 1.305,00
5|ACME Corporation;148;1;Henry Leitão Rodrigues;5|Portugal|9|braga;M;Male;7|Widowed ;5| white;01/02/1972;30/04/2014;#N/A;5;€ 2.500,00
5|ACME Corporation;149;1;Heloísa Helena Medeiros dos Santos;5|Portugal|11|Santarém;F;Female;6|MarrieD;5| white;07/05/1951;11/03/2008;#N/A;4;€ 1.205,00
5|ACME Corporation;150;1;Fernando Manuel Abranches Alvim;5|Portugal|23|Viana do Castelo;M;Male;8| Separated ;5| white;07/06/1974;27/08/2008;#N/A;5;€ 3.000,00
5|ACME Corporation;151;1;Victor Simões Santos;5|Portugal|17|Viseu;M;Male;5|single;8|ASIAN;05/01/1984;11/06/2010;#N/A;5;€ 1.305,00
5|ACME Corporation;152;1;Kamille Almeida Aguiar;5|Portugal|11|Santarém;F;Female;5|single;5| white;07/08/1950;04/02/2014;#N/A;5;€ 3.000,00
5|ACME Corporation;153;1;Caleb Farina Melo;5|Portugal|8|AveirO;M;Male;5|single;7|  Hispanic or LATINO;28/08/1954;19/07/2001;#N/A;5;€ 1.205,00
5|ACME Corporation;154;1;Ayla Moura Alvaregna;5|Portugal|19|Beja;F;Female;6|MarrieD;5| white;10/07/1976;25/04/2012;#N/A;4;€ 2.500,00
