Owner:;bi4all;;;;;;;;;;;;;;;;;;;;;;
Table:;fac_employees;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
id_company_fk;company;id_employee_pk;flg_active;id_name_pk;name;id_lastname_pk;lastname;employee_name;id_gender_fk;gender;id_race_fk;race;birthday;id_schooling_fk;schooling;id_department_fk;department;id_role_fk;role;id_level_fk;level;salary;Queries
1;ACME Corporation;000021;TRUE;192;João Pedro;164;Rizzo Cândido;João Pedro Rizzo Cândido;M;Male;5;White;14/07/1982;8;Graduate school;12;Controlling;14;Manager;;;€ 13.000,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 21, TRUE, 'João Pedro Rizzo Cândido', 'M', 5, '14/07/1982', 8, 12, 14, NULL, 13000);"
1;ACME Corporation;000022;TRUE;235;Luan;7;Albuquerque Seixas;Luan Albuquerque Seixas;M;Male;5;White;08/07/1994;7;Undergraduate degree;13;Audit;14;Manager;;;€ 12.500,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 22, TRUE, 'Luan Albuquerque Seixas', 'M', 5, '08/07/1994', 7, 13, 14, NULL, 12500);"
1;ACME Corporation;000023;TRUE;80;Byatriz;15;Alvim Longo;Byatriz Alvim Longo;F;Female;5;White;03/01/1992;7;Undergraduate degree;14;Information Technology;14;Manager;;;€ 12.620,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 23, TRUE, 'Byatriz Alvim Longo', 'F', 5, '03/01/1992', 7, 14, 14, NULL, 12620);"
1;ACME Corporation;000024;TRUE;123;Emanuelly;175;Santoro Silva;Emanuelly Santoro Silva;F;Female;6;Black or African American;02/05/1982;9;Master’s degree;15;Juridical;14;Manager;;;€ 13.600,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 24, TRUE, 'Emanuelly Santoro Silva', 'F', 6, '02/05/1982', 9, 15, 14, NULL, 13600);"
1;ACME Corporation;000025;TRUE;224;Letícia;75;dos Santos Sá;Letícia dos Santos Sá;F;Female;5;White;13/06/1993;8;Graduate school;16;Sales;14;Manager;;;€ 13.110,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 25, TRUE, 'Letícia dos Santos Sá', 'F', 5, '13/06/1993', 8, 16, 14, NULL, 13110);"
1;ACME Corporation;000026;TRUE;140;Fernando Manuel;47;Brasão Chaves;Fernando Manuel Brasão Chaves;M;Male;5;White;20/06/1975;8;Graduate school;6;Administration;13;Coordinator;;;€ 9.000,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 26, TRUE, 'Fernando Manuel Brasão Chaves', 'M', 5, '20/06/1975', 8, 6, 13, NULL, 9000);"
1;ACME Corporation;000027;TRUE;307;Nicole;149;Pedroso Aragão;Nicole Pedroso Aragão;F;Female;5;White;30/03/1986;8;Graduate school;7;Finance;13;Coordinator;;;€ 9.000,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 27, TRUE, 'Nicole Pedroso Aragão', 'F', 5, '30/03/1986', 8, 7, 13, NULL, 9000);"
1;ACME Corporation;000028;TRUE;331;Renato;166;Rodrigues Andrade;Renato Rodrigues Andrade;M;Male;5;White;15/02/1961;7;Undergraduate degree;8;Human Resource;13;Coordinator;;;€ 8.580,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 28, TRUE, 'Renato Rodrigues Andrade', 'M', 5, '15/02/1961', 7, 8, 13, NULL, 8580);"
1;ACME Corporation;000029;TRUE;166;Henrico;11;Almeida Auth;Henrico Almeida Auth;M;Male;7;Hispanic or Latino;15/04/1983;8;Graduate school;9;Commercial;13;Coordinator;;;€ 9.080,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 29, TRUE, 'Henrico Almeida Auth', 'M', 7, '15/04/1983', 8, 9, 13, NULL, 9080);"
1;ACME Corporation;000030;TRUE;353;Vicente;91;Frasão Pinto;Vicente Frasão Pinto;M;Male;5;White;26/02/1970;8;Graduate school;10;Operations;13;Coordinator;;;€ 9.000,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 30, TRUE, 'Vicente Frasão Pinto', 'M', 5, '26/02/1970', 8, 10, 13, NULL, 9000);"
1;ACME Corporation;000031;TRUE;68;Benício;38;Bermudes Borba;Benício Bermudes Borba;M;Male;6;Black or African American;17/08/1972;7;Undergraduate degree;11;Communication & Marketing;13;Coordinator;;;€ 8.580,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 31, TRUE, 'Benício Bermudes Borba', 'M', 6, '17/08/1972', 7, 11, 13, NULL, 8580);"
1;ACME Corporation;000032;TRUE;303;Nathália;153;Pimentel Farina;Nathália Pimentel Farina;F;Female;5;White;26/01/1956;8;Graduate school;12;Controlling;13;Coordinator;;;€ 9.000,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 32, TRUE, 'Nathália Pimentel Farina', 'F', 5, '26/01/1956', 8, 12, 13, NULL, 9000);"
1;ACME Corporation;000033;TRUE;59;Artur;7;Albuquerque Moraes;Artur Albuquerque Moraes;M;Male;5;White;30/04/1970;7;Undergraduate degree;13;Audit;13;Coordinator;;;€ 8.500,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 33, TRUE, 'Artur Albuquerque Moraes', 'M', 5, '30/04/1970', 7, 13, 13, NULL, 8500);"
1;ACME Corporation;000034;TRUE;329;Rebeca;181;Simões Frois;Rebeca Simões Frois;F;Female;8;Asian;16/09/1971;7;Undergraduate degree;14;Information Technology;13;Coordinator;;;€ 8.620,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 34, TRUE, 'Rebeca Simões Frois', 'F', 8, '16/09/1971', 7, 14, 13, NULL, 8620);"
1;ACME Corporation;000035;TRUE;101;Daniel;188;Tavarez Pimenta;Daniel Tavarez Pimenta;M;Male;5;White;09/02/1980;8;Graduate school;15;Juridical;13;Coordinator;;;€ 9.100,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 35, TRUE, 'Daniel Tavarez Pimenta', 'M', 5, '09/02/1980', 8, 15, 13, NULL, 9100);"
1;ACME Corporation;000036;TRUE;112;Deborah;168;Rossi De Luca;Deborah Rossi De Luca;F;Female;5;White;11/11/1980;7;Undergraduate degree;16;Sales;13;Coordinator;;;€ 8.610,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 36, TRUE, 'Deborah Rossi De Luca', 'F', 5, '11/11/1980', 7, 16, 13, NULL, 8610);"
1;ACME Corporation;000037;TRUE;299;Mirella;90;Fontana Cardoso;Mirella Fontana Cardoso;F;Female;5;White;26/02/1958;7;Undergraduate degree;6;Administration;12;Specialist;;;€ 8.500,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 37, TRUE, 'Mirella Fontana Cardoso', 'F', 5, '26/02/1958', 7, 6, 12, NULL, 8500);"
1;ACME Corporation;000038;TRUE;115;Dulce;65;Coelho Pedrosa;Dulce Coelho Pedrosa;F;Female;6;Black or African American;10/11/1974;8;Graduate school;7;Finance;12;Specialist;;;€ 9.000,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 38, TRUE, 'Dulce Coelho Pedrosa', 'F', 6, '10/11/1974', 8, 7, 12, NULL, 9000);"
1;ACME Corporation;000039;TRUE;241;Luccas;118;Mariani Andrioli;Luccas Mariani Andrioli;M;Male;5;White;08/09/1959;8;Graduate school;8;Human Resource;12;Specialist;;;€ 9.080,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 39, TRUE, 'Luccas Mariani Andrioli', 'M', 5, '08/09/1959', 8, 8, 12, NULL, 9080);"
1;ACME Corporation;000040;TRUE;333;Ruan;92;Freitas Cândido;Ruan Freitas Cândido;M;Male;7;Hispanic or Latino;18/05/1965;7;Undergraduate degree;9;Commercial;12;Specialist;;;€ 8.580,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 40, TRUE, 'Ruan Freitas Cândido', 'M', 7, '18/05/1965', 7, 9, 12, NULL, 8580);"
1;ACME Corporation;000041;TRUE;318;Pedro Lucas;93;Frois Ildelfonso;Pedro Lucas Frois Ildelfonso;M;Male;5;White;24/09/1961;7;Undergraduate degree;10;Operations;12;Specialist;;;€ 8.500,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 41, TRUE, 'Pedro Lucas Frois Ildelfonso', 'M', 5, '24/09/1961', 7, 10, 12, NULL, 8500);"
1;ACME Corporation;000042;TRUE;140;Fernando Manuel;10;Alencar Pinheiro;Fernando Manuel Alencar Pinheiro;M;Male;5;White;03/02/1986;8;Graduate school;11;Communication & Marketing;12;Specialist;;;€ 9.080,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 42, TRUE, 'Fernando Manuel Alencar Pinheiro', 'M', 5, '03/02/1986', 8, 11, 12, NULL, 9080);"
1;ACME Corporation;000043;TRUE;244;Luiz Gustavo;60;Carneiro Madureira;Luiz Gustavo Carneiro Madureira;M;Male;5;White;11/02/1978;7;Undergraduate degree;12;Controlling;12;Specialist;;;€ 8.500,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 43, TRUE, 'Luiz Gustavo Carneiro Madureira', 'M', 5, '11/02/1978', 7, 12, 12, NULL, 8500);"
1;ACME Corporation;000044;TRUE;212;Kelly;182;Siqueira Longo;Kelly Siqueira Longo;F;Female;5;White;06/11/1960;8;Graduate school;13;Audit;12;Specialist;;;€ 9.000,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 44, TRUE, 'Kelly Siqueira Longo', 'F', 5, '06/11/1960', 8, 13, 12, NULL, 9000);"
1;ACME Corporation;000045;TRUE;336;Samuel;92;Freitas Martini;Samuel Freitas Martini;M;Male;6;Black or African American;29/06/1970;8;Graduate school;14;Information Technology;12;Specialist;;;€ 9.120,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 45, TRUE, 'Samuel Freitas Martini', 'M', 6, '29/06/1970', 8, 14, 12, NULL, 9120);"
1;ACME Corporation;000046;TRUE;173;Isaac;85;Ferrão Ricci;Isaac Ferrão Ricci;M;Male;5;White;08/12/1985;7;Undergraduate degree;15;Juridical;12;Specialist;;;€ 8.600,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 46, TRUE, 'Isaac Ferrão Ricci', 'M', 5, '08/12/1985', 7, 15, 12, NULL, 8600);"
1;ACME Corporation;000047;TRUE;5;Abel;138;Nascimento Conti;Abel Nascimento Conti;M;Male;5;White;27/11/1982;8;Graduate school;16;Sales;12;Specialist;;;€ 9.110,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 47, TRUE, 'Abel Nascimento Conti', 'M', 5, '27/11/1982', 8, 16, 12, NULL, 9110);"
1;ACME Corporation;000048;TRUE;318;Pedro Lucas;119;Marino Greco;Pedro Lucas Marino Greco;M;Male;5;White;09/08/1958;7;Undergraduate degree;5;Presidency;11;Analyst;6;Pleno;€ 2.500,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 48, TRUE, 'Pedro Lucas Marino Greco', 'M', 5, '09/08/1958', 7, 5, 11, 6, 2500);"
1;ACME Corporation;000049;TRUE;282;Marinah;118;Mariani Serra;Marinah Mariani Serra;F;Female;5;White;05/07/1972;7;Undergraduate degree;6;Administration;9;Intern;;;€ 1.205,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 49, TRUE, 'Marinah Mariani Serra', 'F', 5, '05/07/1972', 7, 6, 9, NULL, 1205);"
1;ACME Corporation;000050;TRUE;363;Yago;106;Leitão Carvalho;Yago Leitão Carvalho;M;Male;5;White;21/07/1974;7;Undergraduate degree;6;Administration;11;Analyst;7;Senior;€ 2.500,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 50, TRUE, 'Yago Leitão Carvalho', 'M', 5, '21/07/1974', 7, 6, 11, 7, 2500);"
1;ACME Corporation;000051;TRUE;47;Anne Caroline;66;Colombo Bermudes;Anne Caroline Colombo Bermudes;F;Female;7;Hispanic or Latino;12/04/1971;7;Undergraduate degree;9;Commercial;9;Intern;;;€ 1.285,00;"INSERT INTO bi4all.fac_employees (id_company_fk, id_employee_pk, flg_active, employee_name, id_gender_fk, id_race_fk, birthday, id_schooling_fk, id_department_fk, id_role_fk, id_level_fk, salary) VALUES (1, 51, TRUE, 'Anne Caroline Colombo Bermudes', 'F', 7, '12/04/1971', 7, 9, 9, NULL, 1285);"
