id_company_fk;company;id_employee_pk;id_employee_hash;flg_active;id_name_pk;name;id_lastname_pk;lastname;employee_name;employee_name_hash;id_country_fk;country;id_states_fk;states;id_sufix_gender;gender;id_marital_status_fk;marital_status;id_race_fk;ethnicity;birthday;id_background_education_fk;background_education;id_department_fk;department;id_role_fk;role;id_level_fk;level;date_of_hire;id_recruitment_source_fk;recruitment_source;date_of_fire;id_reason_dimissal_fk;reason_dimissal;satisfaction_grade;actual_salary;Queries
5;ACME Corporation;000011;#NAME?;1;250;Madalena;162;Ricci Furtado;Madalena Ricci Furtado;#NAME?;5;Portugal;16;Azores;F;Female;5;single;5; white;10/03/1997;9;Master’s degree;10;Operations;7;Director;#N/A;#N/A;01/01/1999;11;Next Station;#N/A;#N/A;#N/A;5;€ 16.500,00;#REF!
5;ACME Corporation;000012;#NAME?;1;150;Gabriela;154;Pinheiro Medeiros;Gabriela Pinheiro Medeiros;#NAME?;5;Portugal;17;Viseu;F;Female;7;Widowed ;5; white;18/06/1979;10;Doctorate;11;Communication & Marketing;7;Director;#N/A;#N/A;01/01/1999;11;Next Station;#N/A;#N/A;#N/A;5;€ 17.080,00;#REF!
5;ACME Corporation;000013;#NAME?;1;345;Tiago;128;Mendes Café;Tiago Mendes Café;#NAME?;5;Portugal;11;Santarém;M;Male;5;single;5; white;26/06/1997;9;Master’s degree;12;Controlling;7;Director;#N/A;#N/A;01/01/1999;5;Indeed;#N/A;#N/A;#N/A;5;€ 16.500,00;#REF!
5;ACME Corporation;000014;#NAME?;1;319;Pedro Miguel;98;Giordano Esteves;Pedro Miguel Giordano Esteves;#NAME?;5;Portugal;14;Madeira;M;Male;6;MarrieD;5; white;14/08/1992;10;Doctorate;13;Audit;7;Director;#N/A;#N/A;01/01/1999;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 17.000,00;#REF!
5;ACME Corporation;000015;#NAME?;1;130;Enzzo;43;Borges Mazza;Enzzo Borges Mazza;#NAME?;5;Portugal;22;Vila Real;M;Male;8; Separated ;5; white;15/08/1989;7;Undergraduate degree;14;Information Technology;14;Manager;#N/A;#N/A;01/01/1999;6;Learn4Good;#N/A;#N/A;#N/A;4;€ 12.620,00;#REF!
5;ACME Corporation;000016;#NAME?;1;212;Kelly;25;Auth Nascimento;Kelly Auth Nascimento;#NAME?;5;Portugal;13;Coimbra;F;Female;9;DIVORCED;5; white;28/09/1997;7;Undergraduate degree;15;Juridical;14;Manager;#N/A;#N/A;01/01/1999;10;Jobs in Lisbon;#N/A;#N/A;#N/A;4;€ 12.600,00;#REF!
5;ACME Corporation;000017;#NAME?;1;336;Samuel;126;Mello Negreiros;Samuel Mello Negreiros;#NAME?;5;Portugal;21;Guarda;M;Male;7;Widowed ;5; white;28/01/1979;8;Graduate school;16;  Sales;14;Manager;#N/A;#N/A;01/01/1999;13;Google;#N/A;#N/A;#N/A;5;€ 13.110,00;#REF!
5;ACME Corporation;000018;#NAME?;1;311;Olívia;30;Barbieri Siqueira;Olívia Barbieri Siqueira;#NAME?;5;Portugal;17;Viseu;F;Female;6;MarrieD;8;ASIAN;07/12/1997;8;Graduate school;6;Administration;14;Manager;#N/A;#N/A;01/01/1999;5;Indeed;#N/A;#N/A;#N/A;4;€ 13.000,00;#REF!
5;ACME Corporation;000019;#NAME?;1;230;Lorena;69;Costatini Seixas;Lorena Costatini Seixas;#NAME?;5;Portugal;20;Portalegre;F;Female;8; Separated ;5; white;11/08/1987;9;Master’s degree;7;Finance;14;Manager;#N/A;#N/A;01/01/1999;5;Indeed;#N/A;#N/A;#N/A;4;€ 13.500,00;#REF!
5;ACME Corporation;000020;#NAME?;1;104;Danylo;54;Caminha Longo;Danylo Caminha Longo;#NAME?;5;Portugal;10;Faro;M;Male;7;Widowed ;6;Black or African American;27/10/1993;8;Graduate school;8;Human Resource;14;Manager;#N/A;#N/A;01/01/1999;5;Indeed;#N/A;#N/A;#N/A;4;€ 13.080,00;#REF!
5;ACME Corporation;000021;#NAME?;1;263;Maria Fernanda;172;Salvador Melo;Maria Fernanda Salvador Melo;#NAME?;5;Portugal;15; ÉVORA;F;Female;5;single;7;  Hispanic or LATINO;12/08/1996;7;Undergraduate degree;9; Commercial;14;Manager;#N/A;#N/A;01/01/1999;13;Google;#N/A;#N/A;#N/A;4;€ 12.580,00;#REF!
5;ACME Corporation;000022;#NAME?;1;200;José Heleno;185;Sousa Faria;José Heleno Sousa Faria;#NAME?;5;Portugal;5; Lisboa;M;Male;5;single;5; white;17/09/1982;7;Undergraduate degree;10;Operations;14;Manager;#N/A;#N/A;01/01/1999;11;Next Station;#N/A;#N/A;#N/A;4;€ 12.500,00;#REF!
5;ACME Corporation;000023;#NAME?;1;204;Júlio;114;Machado Pinheiro;Júlio Machado Pinheiro;#NAME?;5;Portugal;16;Azores;M;Male;6;MarrieD;5; white;31/05/1987;8;Graduate school;11;Communication & Marketing;14;Manager;#N/A;#N/A;01/01/1999;6;Learn4Good;#N/A;#N/A;#N/A;4;€ 13.080,00;#REF!
5;ACME Corporation;000024;#NAME?;1;332;Rodrigo;42;Borba Souza;Rodrigo Borba Souza;#NAME?;5;Portugal;5; Lisboa;M;Male;5;single;5; white;28/07/1984;7;Undergraduate degree;12;Controlling;14;Manager;#N/A;#N/A;01/01/1999;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 12.500,00;#REF!
5;ACME Corporation;000025;#NAME?;1;78;Bryan;79;Evangelista Frois;Bryan Evangelista Frois;#NAME?;5;Portugal;14;Madeira;M;Male;7;Widowed ;5; white;07/05/1998;7;Undergraduate degree;13;Audit;14;Manager;#N/A;#N/A;01/01/1999;10;Jobs in Lisbon;#N/A;#N/A;#N/A;4;€ 12.500,00;#REF!
5;ACME Corporation;000026;#NAME?;1;74;Brenda;105;Junqueira Negrão;Brenda Junqueira Negrão;#NAME?;5;Portugal;19;Beja;F;Female;6;MarrieD;5; white;30/03/1984;8;Graduate school;14;Information Technology;13;Coordinator;#N/A;#N/A;20/11/2010;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 9.120,00;#REF!
5;ACME Corporation;000027;#NAME?;1;342;Théo;162;Ricci Santoro;Théo Ricci Santoro;#NAME?;5;Portugal;15; ÉVORA;M;Male;7;Widowed ;6;Black or African American;11/05/1973;7;Undergraduate degree;15;Juridical;13;Coordinator;#N/A;#N/A;01/07/2000;5;Indeed;#N/A;#N/A;#N/A;5;€ 8.600,00;#REF!
5;ACME Corporation;000028;#NAME?;1;103;Danniel;153;Pimentel Pellegrini;Danniel Pimentel Pellegrini;#NAME?;5;Portugal;21;Guarda;M;Male;6;MarrieD;5; white;14/11/1953;7;Undergraduate degree;16;  Sales;13;Coordinator;#N/A;#N/A;09/05/2009;13;Google;#N/A;#N/A;#N/A;4;€ 8.610,00;#REF!
5;ACME Corporation;000029;#NAME?;1;235;Luan;47;Brasão Frasão;Luan Brasão Frasão;#NAME?;5;Portugal;16;Azores;M;Male;7;Widowed ;5; white;01/10/1986;8;Graduate school;6;Administration;13;Coordinator;#N/A;#N/A;06/11/2015;6;Learn4Good;#N/A;#N/A;#N/A;5;€ 9.000,00;#REF!
5;ACME Corporation;000030;#NAME?;1;88;Catarina;185;Sousa Cardoso;Catarina Sousa Cardoso;#NAME?;5;Portugal;12;Leiria;F;Female;5;single;5; white;05/07/1983;8;Graduate school;7;Finance;13;Coordinator;#N/A;#N/A;23/10/2005;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 9.000,00;#REF!
5;ACME Corporation;000031;#NAME?;1;341;Theo;69;Costatini Figo;Theo Costatini Figo;#NAME?;5;Portugal;11;Santarém;M;Male;6;MarrieD;5; white;30/07/1983;8;Graduate school;8;Human Resource;13;Coordinator;#N/A;#N/A;26/12/2013;5;Indeed;#N/A;#N/A;#N/A;5;€ 9.080,00;#REF!
5;ACME Corporation;000032;#NAME?;1;227;Lia;41;Bispo Madureira;Lia Bispo Madureira;#NAME?;5;Portugal;16;Azores;F;Female;7;Widowed ;7;  Hispanic or LATINO;30/04/1971;7;Undergraduate degree;9; Commercial;13;Coordinator;#N/A;#N/A;17/12/2018;11;Next Station;#N/A;#N/A;#N/A;4;€ 8.580,00;#REF!
5;ACME Corporation;000033;#NAME?;1;121;Eloá;21;Aragão Cardozo;Eloá Aragão Cardozo;#NAME?;5;Portugal;22;Vila Real;F;Female;7;Widowed ;5; white;21/08/1977;8;Graduate school;10;Operations;13;Coordinator;#N/A;#N/A;18/06/2020;5;Indeed;#N/A;#N/A;#N/A;5;€ 9.000,00;#REF!
5;ACME Corporation;000034;#NAME?;1;221;Lavínia;40;Bicalho Camacho;Lavínia Bicalho Camacho;#NAME?;5;Portugal;19;Beja;F;Female;9;DIVORCED;6;Black or African American;13/07/1982;7;Undergraduate degree;11;Communication & Marketing;13;Coordinator;#N/A;#N/A;21/02/2003;7;SAPO Emprego;#N/A;#N/A;#N/A;4;€ 8.580,00;#REF!
5;ACME Corporation;000035;#NAME?;1;193;João Victor;33;Barreto Greco;João Victor Barreto Greco;#NAME?;5;Portugal;20;Portalegre;M;Male;6;MarrieD;5; white;09/02/1948;7;Undergraduate degree;12;Controlling;13;Coordinator;#N/A;#N/A;21/12/2017;11;Next Station;#N/A;#N/A;#N/A;5;€ 8.500,00;#REF!
5;ACME Corporation;000036;#NAME?;1;348;Vagner;177;Saragoça Fernandes;Vagner Saragoça Fernandes;#NAME?;5;Portugal;24;Brangança;M;Male;7;Widowed ;5; white;27/08/1980;7;Undergraduate degree;13;Audit;13;Coordinator;#N/A;#N/A;12/09/2006;14;LinkedIn;#N/A;#N/A;#N/A;4;€ 8.500,00;#REF!
5;ACME Corporation;000037;#NAME?;1;59;Artur;137;Moura Madureira;Artur Moura Madureira;#NAME?;5;Portugal;15; ÉVORA;M;Male;8; Separated ;8;ASIAN;16/09/1963;8;Graduate school;14;Information Technology;12;Specialist;#N/A;#N/A;08/08/2018;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 9.120,00;#REF!
5;ACME Corporation;000038;#NAME?;1;164;Heloísa Helena;145;Pasquim Campos;Heloísa Helena Pasquim Campos;#NAME?;5;Portugal;11;Santarém;F;Female;6;MarrieD;5; white;30/04/1957;7;Undergraduate degree;15;Juridical;12;Specialist;#N/A;#N/A;24/08/2004;10;Jobs in Lisbon;#N/A;#N/A;#N/A;4;€ 8.600,00;#REF!
5;ACME Corporation;000039;#NAME?;1;96;Clarisse;61;Caruso de Oliveira;Clarisse Caruso de Oliveira;#NAME?;5;Portugal;11;Santarém;F;Female;5;single;5; white;07/07/1976;8;Graduate school;16;  Sales;12;Specialist;#N/A;#N/A;26/07/2000;12; recommendation of employee;#N/A;#N/A;#N/A;4;€ 9.110,00;#REF!
5;ACME Corporation;000040;#NAME?;1;239;Lucas Gabriel;126;Mello Borges;Lucas Gabriel Mello Borges;#NAME?;5;Portugal;17;Viseu;M;Male;5;single;5; white;17/08/1961;8;Graduate school;6;Administration;12;Specialist;#N/A;#N/A;29/01/2008;14;LinkedIn;#N/A;#N/A;#N/A;4;€ 9.000,00;#REF!
5;ACME Corporation;000041;#NAME?;1;300;Muricy;129;Miranda Duarte;Muricy Miranda Duarte;#NAME?;5;Portugal;16;Azores;M;Male;8; Separated ;6;Black or African American;24/10/1965;8;Graduate school;7;Finance;12;Specialist;#N/A;#N/A;14/07/2017;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 9.000,00;#REF!
5;ACME Corporation;000042;#NAME?;1;155;Gloria;46;Bragança Badu;Gloria Bragança Badu;#NAME?;5;Portugal;5; Lisboa;F;Female;5;single;5; white;12/01/1968;8;Graduate school;8;Human Resource;12;Specialist;#N/A;#N/A;30/10/2009;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 9.080,00;#REF!
5;ACME Corporation;000043;#NAME?;1;38;Analu;44;Botelho Martini;Analu Botelho Martini;#NAME?;5;Portugal;5; Lisboa;F;Female;5;single;7;  Hispanic or LATINO;26/07/1958;8;Graduate school;9; Commercial;12;Specialist;#N/A;#N/A;21/04/2003;6;Learn4Good;#N/A;#N/A;#N/A;4;€ 9.080,00;#REF!
5;ACME Corporation;000044;#NAME?;1;256;Marcelo;38;Bermudes Romano;Marcelo Bermudes Romano;#NAME?;5;Portugal;10;Faro;M;Male;6;MarrieD;5; white;03/03/1971;8;Graduate school;10;Operations;12;Specialist;#N/A;#N/A;08/05/2011;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 9.000,00;#REF!
5;ACME Corporation;000045;#NAME?;1;136;Fellipe;192;Vaz Leite;Fellipe Vaz Leite;#NAME?;5;Portugal;9;braga;M;Male;7;Widowed ;5; white;22/02/1978;8;Graduate school;11;Communication & Marketing;12;Specialist;#N/A;#N/A;04/06/2017;6;Learn4Good;#N/A;#N/A;#N/A;4;€ 9.080,00;#REF!
5;ACME Corporation;000046;#NAME?;1;327;Raquel;14;Alves Nunes;Raquel Alves Nunes;#NAME?;5;Portugal;19;Beja;F;Female;8; Separated ;5; white;08/08/1952;7;Undergraduate degree;12;Controlling;12;Specialist;#N/A;#N/A;29/07/2011;11;Next Station;#N/A;#N/A;#N/A;5;€ 8.500,00;#REF!
5;ACME Corporation;000047;#NAME?;1;149;Gabriel;77;Esposito Nascimento;Gabriel Esposito Nascimento;#NAME?;5;Portugal;12;Leiria;M;Male;8; Separated ;5; white;05/09/1981;7;Undergraduate degree;13;Audit;12;Specialist;#N/A;#N/A;12/06/2015;13;Google;#N/A;#N/A;#N/A;5;€ 8.500,00;#REF!
5;ACME Corporation;000048;#NAME?;1;174;Isabel;54;Caminha Barbosa;Isabel Caminha Barbosa;#NAME?;5;Portugal;6;PORTO;F;Female;8; Separated ;6;Black or African American;16/11/1952;7;Undergraduate degree;14;Information Technology;11;Analyst;5;Junior;21/12/2007;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 2.620,00;#REF!
5;ACME Corporation;000049;#NAME?;1;361;Wagner;39;Bianchi Figo;Wagner Bianchi Figo;#NAME?;5;Portugal;12;Leiria;M;Male;6;MarrieD;5; white;13/10/1960;7;Undergraduate degree;15;Juridical;9;Intern;#N/A;#N/A;02/05/2001;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 1.305,00;#REF!
5;ACME Corporation;000050;#NAME?;1;341;Theo;159;Reis Greco;Theo Reis Greco;#NAME?;5;Portugal;8;AveirO;M;Male;9;DIVORCED;5; white;30/08/1948;7;Undergraduate degree;16;  Sales;11;Analyst;5;Junior;18/12/2017;7;SAPO Emprego;#N/A;#N/A;#N/A;4;€ 2.610,00;#REF!
5;ACME Corporation;000051;#NAME?;1;361;Wagner;58;Cardoso Albuquerque;Wagner Cardoso Albuquerque;#NAME?;5;Portugal;11;Santarém;M;Male;5;single;5; white;14/12/1984;7;Undergraduate degree;12;Controlling;10;Trainee;#N/A;#N/A;16/01/2008;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 1.305,00;#REF!
5;ACME Corporation;000052;#NAME?;1;280;Marianna;63;Castro Dias;Marianna Castro Dias;#NAME?;5;Portugal;22;Vila Real;F;Female;5;single;5; white;16/12/1958;8;Graduate school;10;Operations;11;Analyst;6;Pleno;03/07/2004;6;Learn4Good;#N/A;#N/A;#N/A;4;€ 3.000,00;#REF!
5;ACME Corporation;000053;#NAME?;1;93;César;97;Garcia Cardozo;César Garcia Cardozo;#NAME?;5;Portugal;8;AveirO;M;Male;5;single;5; white;29/07/1988;7;Undergraduate degree;8;Human Resource;9;Intern;#N/A;#N/A;25/05/2021;5;Indeed;#N/A;#N/A;#N/A;4;€ 1.285,00;#REF!
5;ACME Corporation;000054;#NAME?;1;268;Maria Isis;133;Morais Alves;Maria Isis Morais Alves;#NAME?;5;Portugal;23;Viana do Castelo;F;Female;5;single;7;  Hispanic or LATINO;09/07/1972;8;Graduate school;7;Finance;11;Analyst;7;Senior;06/09/2014;6;Learn4Good;#N/A;#N/A;#N/A;5;€ 3.000,00;#REF!
5;ACME Corporation;000055;#NAME?;1;180;Isis;112;Lopes Garcia;Isis Lopes Garcia;#NAME?;5;Portugal;16;Azores;F;Female;6;MarrieD;6;Black or African American;03/01/1949;7;Undergraduate degree;11;Communication & Marketing;10;Trainee;#N/A;#N/A;25/02/2002;15;Website;#N/A;#N/A;#N/A;5;€ 1.385,00;#REF!
5;ACME Corporation;000056;#NAME?;1;364;Yasmin;77;Esposito Longo;Yasmin Esposito Longo;#NAME?;5;Portugal;16;Azores;F;Female;6;MarrieD;8;ASIAN;17/03/1957;7;Undergraduate degree;11;Communication & Marketing;11;Analyst;7;Senior;02/03/2021;13;Google;#N/A;#N/A;#N/A;5;€ 2.580,00;#REF!
5;ACME Corporation;000057;#NAME?;1;256;Marcelo;119;Marino Silva;Marcelo Marino Silva;#NAME?;5;Portugal;17;Viseu;M;Male;9;DIVORCED;5; white;17/10/1951;7;Undergraduate degree;7;Finance;9;Intern;#N/A;#N/A;09/09/2004;10;Jobs in Lisbon;#N/A;#N/A;#N/A;4;€ 1.205,00;#REF!
5;ACME Corporation;000058;#NAME?;1;301;Murilo;136;Moretti Rangel;Murilo Moretti Rangel;#NAME?;5;Portugal;20;Portalegre;M;Male;9;DIVORCED;5; white;12/04/1972;7;Undergraduate degree;10;Operations;11;Analyst;6;Pleno;02/05/2010;12; recommendation of employee;#N/A;#N/A;#N/A;4;€ 2.500,00;#REF!
5;ACME Corporation;000059;#NAME?;1;301;Murilo;61;Caruso Alvarenga;Murilo Caruso Alvarenga;#NAME?;5;Portugal;17;Viseu;M;Male;8; Separated ;5; white;04/07/1967;7;Undergraduate degree;11;Communication & Marketing;9;Intern;#N/A;#N/A;21/06/2018;13;Google;#N/A;#N/A;#N/A;4;€ 1.285,00;#REF!
5;ACME Corporation;000060;#NAME?;1;319;Pedro Miguel;145;Pasquim Aragão;Pedro Miguel Pasquim Aragão;#NAME?;5;Portugal;14;Madeira;M;Male;6;MarrieD;5; white;16/03/1978;7;Undergraduate degree;8;Human Resource;11;Analyst;6;Pleno;27/12/2003;10;Jobs in Lisbon;#N/A;#N/A;#N/A;4;€ 2.580,00;#REF!
5;ACME Corporation;000061;#NAME?;1;36;Ana Sophia;21;Aragão Furtado;Ana Sophia Aragão Furtado;#NAME?;5;Portugal;11;Santarém;F;Female;8; Separated ;5; white;15/09/1990;7;Undergraduate degree;13;Audit;9;Intern;#N/A;#N/A;26/03/2009;11;Next Station;#N/A;#N/A;#N/A;4;€ 1.205,00;#REF!
5;ACME Corporation;000062;#NAME?;1;94;Clara;73;de Oliveira Padrão;Clara de Oliveira Padrão;#NAME?;5;Portugal;8;AveirO;F;Female;6;MarrieD;6;Black or African American;03/08/1953;7;Undergraduate degree;9; Commercial;11;Analyst;6;Pleno;05/04/2010;6;Learn4Good;#N/A;#N/A;#N/A;5;€ 2.580,00;#REF!
5;ACME Corporation;000063;#NAME?;1;340;Stella;128;Mendes sobrenome;Stella Mendes sobrenome;#NAME?;5;Portugal;13;Coimbra;F;Female;6;MarrieD;5; white;15/06/1976;7;Undergraduate degree;12;Controlling;10;Trainee;#N/A;#N/A;27/02/2012;13;Google;#N/A;#N/A;#N/A;5;€ 1.305,00;#REF!
5;ACME Corporation;000064;#NAME?;1;178;Isabely;130;Monteiro Leite;Isabely Monteiro Leite;#NAME?;5;Portugal;12;Leiria;F;Female;8; Separated ;5; white;12/05/1970;7;Undergraduate degree;10;Operations;11;Analyst;6;Pleno;04/02/2002;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 2.500,00;#REF!
5;ACME Corporation;000065;#NAME?;1;227;Lia;45;Braga Pinheiro;Lia Braga Pinheiro;#NAME?;5;Portugal;9;braga;F;Female;8; Separated ;7;  Hispanic or LATINO;14/01/1974;7;Undergraduate degree;6;Administration;10;Trainee;#N/A;#N/A;16/05/2020;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 1.305,00;#REF!
5;ACME Corporation;000066;#NAME?;1;39;Ananda;146;Paulista Pedrosa;Ananda Paulista Pedrosa;#NAME?;5;Portugal;15; ÉVORA;F;Female;9;DIVORCED;5; white;12/02/1971;7;Undergraduate degree;12;Controlling;11;Analyst;5;Junior;22/02/2007;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 2.500,00;#REF!
5;ACME Corporation;000067;#NAME?;1;171;Íris;62;Carvalho Rodrigues;Íris Carvalho Rodrigues;#NAME?;5;Portugal;8;AveirO;F;Female;5;single;5; white;07/12/1952;7;Undergraduate degree;6;Administration;9;Intern;#N/A;#N/A;29/10/2009;15;Website;#N/A;#N/A;#N/A;5;€ 1.205,00;#REF!
5;ACME Corporation;000068;#NAME?;1;265;Maria Glória;180;Silva de Oliveira;Maria Glória Silva de Oliveira;#NAME?;5;Portugal;15; ÉVORA;F;Female;6;MarrieD;5; white;23/05/1969;8;Graduate school;6;Administration;11;Analyst;5;Junior;26/06/2006;7;SAPO Emprego;#N/A;#N/A;#N/A;4;€ 3.000,00;#REF!
5;ACME Corporation;000069;#NAME?;1;175;Isabella;138;Nascimento Pinheiro;Isabella Nascimento Pinheiro;#NAME?;5;Portugal;22;Vila Real;F;Female;7;Widowed ;6;Black or African American;09/01/1977;7;Undergraduate degree;7;Finance;10;Trainee;#N/A;#N/A;09/07/2014;12; recommendation of employee;#N/A;#N/A;#N/A;5;€ 1.305,00;#REF!
5;ACME Corporation;000070;#NAME?;1;205;Kaique;182;Siqueira Mariani;Kaique Siqueira Mariani;#NAME?;5;Portugal;18;Castelo Branco;M;Male;7;Widowed ;5; white;13/10/1952;8;Graduate school;6;Administration;11;Analyst;6;Pleno;25/10/2000;11;Next Station;#N/A;#N/A;#N/A;4;€ 3.000,00;#REF!
5;ACME Corporation;000071;#NAME?;1;326;Rainah;29;Bandeira Santacruz;Rainah Bandeira Santacruz;#NAME?;5;Portugal;14;Madeira;F;Female;9;DIVORCED;5; white;16/07/1991;7;Undergraduate degree;8;Human Resource;9;Intern;#N/A;#N/A;06/08/2022;12; recommendation of employee;#N/A;#N/A;#N/A;5;€ 1.285,00;#REF!
5;ACME Corporation;000072;#NAME?;1;293;Michael;172;Salvador Barreto;Michael Salvador Barreto;#NAME?;5;Portugal;24;Brangança;M;Male;8; Separated ;5; white;06/07/1970;8;Graduate school;13;Audit;11;Analyst;7;Senior;01/08/2018;15;Website;#N/A;#N/A;#N/A;5;€ 3.000,00;#REF!
5;ACME Corporation;000073;#NAME?;1;168;Henry;8;Alcantara Morato;Henry Alcantara Morato;#NAME?;5;Portugal;9;braga;M;Male;7;Widowed ;5; white;01/10/1949;7;Undergraduate degree;13;Audit;10;Trainee;#N/A;#N/A;04/09/2010;15;Website;#N/A;#N/A;#N/A;5;€ 1.305,00;#REF!
5;ACME Corporation;000074;#NAME?;1;145;Francisca;16;Amor Campos;Francisca Amor Campos;#NAME?;5;Portugal;12;Leiria;F;Female;6;MarrieD;5; white;01/12/1953;8;Graduate school;10;Operations;11;Analyst;6;Pleno;06/08/2007;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 3.000,00;#REF!
5;ACME Corporation;000075;#NAME?;1;87;Caroline;134;Morato Fontana;Caroline Morato Fontana;#NAME?;5;Portugal;9;braga;F;Female;5;single;8;ASIAN;13/03/1987;7;Undergraduate degree;8;Human Resource;9;Intern;#N/A;#N/A;13/06/2005;11;Next Station;#N/A;#N/A;#N/A;4;€ 1.285,00;#REF!
5;ACME Corporation;000076;#NAME?;1;150;Gabriela;91;Frasão Pellegrini;Gabriela Frasão Pellegrini;#NAME?;5;Portugal;13;Coimbra;F;Female;8; Separated ;7;  Hispanic or LATINO;15/10/1960;7;Undergraduate degree;6;Administration;11;Analyst;5;Junior;03/08/2002;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 2.500,00;#REF!
