company;id_employee_pk;flg_active;employee_name;states;id_sufix_gender;id_marital_status_fk;marital_status;marital_status;id_race_fk;ethnicity;ethnicity;birthday;id_background_education_fk;background_education;id_department_fk;department;id_role_fk;role;id_level_fk;level;date_of_hire;id_recruitment_source_fk;recruitment_source;date_of_fire;id_reason_dimissal_fk;reason_dimissal;satisfaction_grade;actual_salary
5-ACME Corporation;18;1;Flávio Figo Seixas;5-Portugal 17-Viseu;M;5;single;5 single;7;  Hispanic or LATINO;7   Hispanic or LATINO;29/08/1990;7;Undergraduate degree;9; Commercial;14;Manager;#N/A;#N/A;01/01/1999;13;Google;#N/A;#N/A;#N/A;5;€ 12.580,00
5-ACME Corporation;19;1;Anna Julia Moreira Garcia;5-Portugal 24-Brangança;F;8; Separated ;8  Separated ;5; white;5  white;12/06/1987;9;Master’s degree;10;Operations;14;Manager;#N/A;#N/A;01/01/1999;15;Website;#N/A;#N/A;#N/A;5;€ 13.500,00
5-ACME Corporation;20;1;Kloe Batista Souza;5-Portugal 12-Leiria;F;9;DIVORCED;9 DIVORCED;5; white;5  white;08/10/1995;9;Master’s degree;11;Communication & Marketing;14;Manager;#N/A;#N/A;01/01/1999;11;Next Station;#N/A;#N/A;#N/A;4;€ 13.580,00
5-ACME Corporation;21;1;Maria Laura Borges Negrão;5-Portugal 10-Faro;F;7;Widowed ;7 Widowed ;5; white;5  white;07/07/1979;9;Master’s degree;12;Controlling;14;Manager;#N/A;#N/A;01/01/1999;5;Indeed;#N/A;#N/A;#N/A;5;€ 13.500,00
5-ACME Corporation;22;1;Joaquim Salvador Battaglia;5-Portugal 14-Madeira;M;6;MarrieD;6 MarrieD;5; white;5  white;08/03/1983;8;Graduate school;13;Audit;14;Manager;#N/A;#N/A;01/01/1999;12; recommendation of employee;#N/A;#N/A;#N/A;5;€ 13.000,00
5-ACME Corporation;23;1;Fernando Mariano Garcia Cabral;5-Portugal 19-Beja;M;8; Separated ;8  Separated ;5; white;5  white;19/08/1998;9;Master’s degree;14;Information Technology;14;Manager;#N/A;#N/A;01/01/1999;12; recommendation of employee;#N/A;#N/A;#N/A;4;€ 13.620,00
5-ACME Corporation;24;1;Octávio Galli Madureira;5-Portugal 5- Lisboa;M;7;Widowed ;7 Widowed ;6;Black or African American;6 Black or African American;09/06/1996;7;Undergraduate degree;15;Juridical;14;Manager;#N/A;#N/A;01/01/1999;12; recommendation of employee;#N/A;#N/A;#N/A;4;€ 12.600,00
5-ACME Corporation;25;1;Joana Bispo Holanda;5-Portugal 14-Madeira;F;9;DIVORCED;9 DIVORCED;5; white;5  white;04/11/1982;9;Master’s degree;16;  Sales;14;Manager;#N/A;#N/A;01/01/1999;12; recommendation of employee;#N/A;#N/A;#N/A;5;€ 13.610,00
5-ACME Corporation;26;1;Esther Asvilla Medeiros;5-Portugal 19-Beja;F;5;single;5 single;5; white;5  white;29/05/1969;8;Graduate school;6;Administration;13;Coordinator;#N/A;#N/A;03/09/2005;15;Website;#N/A;#N/A;#N/A;4;€ 9.000,00
5-ACME Corporation;27;1;Ágata Resende Paulista;5-Portugal 23-Viana do Castelo;F;8; Separated ;8  Separated ;5; white;5  white;19/05/1964;8;Graduate school;7;Finance;13;Coordinator;#N/A;#N/A;31/07/2019;12; recommendation of employee;#N/A;#N/A;#N/A;5;€ 9.000,00
5-ACME Corporation;28;1;Elisa Mariani Barros;5-Portugal 21-Guarda;F;5;single;5 single;5; white;5  white;23/07/1976;8;Graduate school;8;Human Resource;13;Coordinator;#N/A;#N/A;20/01/2017;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 9.080,00
5-ACME Corporation;29;1;Maria Júlia Garcia Battaglia;5-Portugal 17-Viseu;F;6;MarrieD;6 MarrieD;7;  Hispanic or LATINO;7   Hispanic or LATINO;25/12/1956;7;Undergraduate degree;9; Commercial;13;Coordinator;#N/A;#N/A;05/04/2013;12; recommendation of employee;#N/A;#N/A;#N/A;5;€ 8.580,00
5-ACME Corporation;30;1;Arthur Miguel Cândido Pereira;5-Portugal 5- Lisboa;M;7;Widowed ;7 Widowed ;5; white;5  white;21/02/1974;8;Graduate school;10;Operations;13;Coordinator;#N/A;#N/A;30/09/2018;15;Website;#N/A;#N/A;#N/A;5;€ 9.000,00
5-ACME Corporation;31;1;Luna Auth Lombardi;5-Portugal 9-braga;F;6;MarrieD;6 MarrieD;6;Black or African American;6 Black or African American;09/10/1981;7;Undergraduate degree;11;Communication & Marketing;13;Coordinator;#N/A;#N/A;09/08/2007;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 8.580,00
5-ACME Corporation;32;1;Enzzo Barbieri Barbosa;5-Portugal 14-Madeira;M;8; Separated ;8  Separated ;5; white;5  white;16/01/1955;8;Graduate school;12;Controlling;13;Coordinator;#N/A;#N/A;27/03/2004;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 9.000,00
5-ACME Corporation;33;1;Alexandre Moretti Mariani;5-Portugal 10-Faro;M;7;Widowed ;7 Widowed ;5; white;5  white;03/07/1982;8;Graduate school;13;Audit;13;Coordinator;#N/A;#N/A;30/10/2021;15;Website;#N/A;#N/A;#N/A;4;€ 9.000,00
5-ACME Corporation;34;1;Madalena dos Santos Fontana;5-Portugal 13-Coimbra;F;8; Separated ;8  Separated ;8;ASIAN;8 ASIAN;24/07/1967;7;Undergraduate degree;14;Information Technology;13;Coordinator;#N/A;#N/A;01/08/2009;6;Learn4Good;#N/A;#N/A;#N/A;4;€ 8.620,00
5-ACME Corporation;35;1;Francisca Barros Trindade;5-Portugal 13-Coimbra;F;6;MarrieD;6 MarrieD;5; white;5  white;03/11/1970;8;Graduate school;15;Juridical;13;Coordinator;#N/A;#N/A;22/07/2016;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 9.100,00
5-ACME Corporation;36;1;Maria Clara Farina Santacruz;5-Portugal 7- Setúbal ;F;5;single;5 single;5; white;5  white;01/02/1951;7;Undergraduate degree;16;  Sales;13;Coordinator;#N/A;#N/A;23/09/2015;11;Next Station;#N/A;#N/A;#N/A;5;€ 8.610,00
5-ACME Corporation;37;1;Rodrigo Pedrosa Colombo;5-Portugal 14-Madeira;M;9;DIVORCED;9 DIVORCED;5; white;5  white;26/07/1985;8;Graduate school;6;Administration;12;Specialist;#N/A;#N/A;27/10/2001;13;Google;#N/A;#N/A;#N/A;4;€ 9.000,00
5-ACME Corporation;38;1;Henrico Azeredo Alves;5-Portugal 9-braga;M;7;Widowed ;7 Widowed ;6;Black or African American;6 Black or African American;28/05/1962;8;Graduate school;7;Finance;12;Specialist;#N/A;#N/A;11/10/2001;5;Indeed;#N/A;#N/A;#N/A;4;€ 9.000,00
5-ACME Corporation;39;1;Heitor Barbieri Pedroso;5-Portugal 16-Azores;M;5;single;5 single;5; white;5  white;08/01/1963;8;Graduate school;8;Human Resource;12;Specialist;#N/A;#N/A;15/05/2020;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 9.080,00
5-ACME Corporation;40;1;Anna Carolinna Negrão Brito;5-Portugal 9-braga;F;8; Separated ;8  Separated ;7;  Hispanic or LATINO;7   Hispanic or LATINO;20/04/1982;8;Graduate school;9; Commercial;12;Specialist;#N/A;#N/A;04/04/1999;6;Learn4Good;#N/A;#N/A;#N/A;5;€ 9.080,00
5-ACME Corporation;41;1;Larisa Negrão Borges;5-Portugal 7- Setúbal ;F;9;DIVORCED;9 DIVORCED;5; white;5  white;27/11/1970;8;Graduate school;10;Operations;12;Specialist;#N/A;#N/A;11/08/2007;15;Website;#N/A;#N/A;#N/A;4;€ 9.000,00
5-ACME Corporation;42;1;Benício Asvilla Pedroso;5-Portugal 21-Guarda;M;5;single;5 single;5; white;5  white;24/11/1966;8;Graduate school;11;Communication & Marketing;12;Specialist;#N/A;#N/A;13/02/2012;11;Next Station;#N/A;#N/A;#N/A;4;€ 9.080,00
5-ACME Corporation;43;1;Esther Alencar Junqueira;5-Portugal 6-PORTO;F;7;Widowed ;7 Widowed ;5; white;5  white;23/10/1985;7;Undergraduate degree;12;Controlling;12;Specialist;#N/A;#N/A;14/04/2015;10;Jobs in Lisbon;#N/A;#N/A;#N/A;5;€ 8.500,00
5-ACME Corporation;44;1;Augusto Camões Brito;5-Portugal 23-Viana do Castelo;M;7;Widowed ;7 Widowed ;5; white;5  white;29/09/1984;7;Undergraduate degree;13;Audit;12;Specialist;#N/A;#N/A;21/07/1999;15;Website;#N/A;#N/A;#N/A;4;€ 8.500,00
5-ACME Corporation;45;1;Eva Peçanha dos Santos;5-Portugal 14-Madeira;F;8; Separated ;8  Separated ;6;Black or African American;6 Black or African American;11/04/1987;7;Undergraduate degree;14;Information Technology;12;Specialist;#N/A;#N/A;08/12/2012;11;Next Station;#N/A;#N/A;#N/A;4;€ 8.620,00
5-ACME Corporation;46;1;Isabella Moraes Alvaregna;5-Portugal 10-Faro;F;8; Separated ;8  Separated ;5; white;5  white;31/05/1987;7;Undergraduate degree;15;Juridical;12;Specialist;#N/A;#N/A;06/11/2014;7;SAPO Emprego;#N/A;#N/A;#N/A;4;€ 8.600,00
5-ACME Corporation;47;1;Ruan Borges Testa;5-Portugal 10-Faro;M;5;single;5 single;5; white;5  white;24/09/1959;8;Graduate school;16;  Sales;12;Specialist;#N/A;#N/A;16/10/2021;12; recommendation of employee;#N/A;#N/A;#N/A;4;€ 9.110,00
5-ACME Corporation;48;1;Caroline Ramos Brasil;5-Portugal 20-Portalegre;F;9;DIVORCED;9 DIVORCED;5; white;5  white;02/03/1980;8;Graduate school;12;Controlling;11;Analyst;5;Junior;19/02/2004;13;Google;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;49;1;Kloe Santoro Farina;5-Portugal 22-Vila Real;F;8; Separated ;8  Separated ;5; white;5  white;14/01/1986;7;Undergraduate degree;10;Operations;10;Trainee;#N/A;#N/A;09/09/2012;15;Website;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;50;1;Deborah Bermudes Bianchi;5-Portugal 24-Brangança;F;8; Separated ;8  Separated ;5; white;5  white;20/07/1978;8;Graduate school;8;Human Resource;11;Analyst;7;Senior;23/08/2019;6;Learn4Good;#N/A;#N/A;#N/A;5;€ 3.080,00
5-ACME Corporation;51;1;Nicole Pinheiro Carvalho;5-Portugal 5- Lisboa;F;6;MarrieD;6 MarrieD;7;  Hispanic or LATINO;7   Hispanic or LATINO;13/08/1990;7;Undergraduate degree;5; Presidency;9;Intern;#N/A;#N/A;06/03/1999;14;LinkedIn;#N/A;#N/A;#N/A;4;€ 1.205,00
5-ACME Corporation;52;1;César Noronha Campos;5-Portugal 21-Guarda;M;6;MarrieD;6 MarrieD;6;Black or African American;6 Black or African American;09/07/1953;7;Undergraduate degree;11;Communication & Marketing;11;Analyst;7;Senior;24/05/2002;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 2.580,00
5-ACME Corporation;53;1;Gabriela Barboza Mello;5-Portugal 9-braga;F;8; Separated ;8  Separated ;8;ASIAN;8 ASIAN;04/05/1991;7;Undergraduate degree;13;Audit;10;Trainee;#N/A;#N/A;10/01/1999;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;54;1;Cecília Gonçalves Gallo;5-Portugal 24-Brangança;F;9;DIVORCED;9 DIVORCED;5; white;5  white;09/01/1984;7;Undergraduate degree;8;Human Resource;11;Analyst;5;Junior;23/02/2010;5;Indeed;#N/A;#N/A;#N/A;4;€ 2.580,00
5-ACME Corporation;55;1;Alessandra Ferrão Pedrosa;5-Portugal 24-Brangança;F;9;DIVORCED;9 DIVORCED;5; white;5  white;05/02/1967;7;Undergraduate degree;6;Administration;10;Trainee;#N/A;#N/A;07/01/2000;14;LinkedIn;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;56;1;Maryah Braga Santoro;5-Portugal 23-Viana do Castelo;F;9;DIVORCED;9 DIVORCED;5; white;5  white;15/08/1950;8;Graduate school;7;Finance;11;Analyst;7;Senior;22/11/2017;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 3.000,00
5-ACME Corporation;57;1;Enzzo Pereira Borba;5-Portugal 20-Portalegre;M;6;MarrieD;6 MarrieD;5; white;5  white;25/11/1989;7;Undergraduate degree;11;Communication & Marketing;10;Trainee;#N/A;#N/A;06/03/2006;6;Learn4Good;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;58;1;Micaela Martinelli Colombo;5-Portugal 18-Castelo Branco;F;7;Widowed ;7 Widowed ;5; white;5  white;27/04/1951;7;Undergraduate degree;6;Administration;11;Analyst;7;Senior;11/08/2001;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;59;1;Ana Caroline Pereira Anjos;5-Portugal 6-PORTO;F;9;DIVORCED;9 DIVORCED;6;Black or African American;6 Black or African American;01/08/1988;7;Undergraduate degree;8;Human Resource;10;Trainee;#N/A;#N/A;02/04/2020;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 1.385,00
5-ACME Corporation;60;1;Wilian Cardoso Morais;5-Portugal 12-Leiria;M;8; Separated ;8  Separated ;5; white;5  white;21/08/1965;8;Graduate school;11;Communication & Marketing;11;Analyst;6;Pleno;08/05/2013;12; recommendation of employee;#N/A;#N/A;#N/A;4;€ 3.080,00
5-ACME Corporation;61;1;Victor Hugo Holanda Frasão;5-Portugal 12-Leiria;M;5;single;5 single;5; white;5  white;25/03/1954;7;Undergraduate degree;10;Operations;10;Trainee;#N/A;#N/A;25/08/2004;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;62;1;Luiz Felipe Andrade sobrenome;5-Portugal 9-braga;M;8; Separated ;8  Separated ;7;  Hispanic or LATINO;7   Hispanic or LATINO;24/06/1958;8;Graduate school;7;Finance;11;Analyst;6;Pleno;13/02/2019;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 3.000,00
5-ACME Corporation;63;1;Danniel Ferreira Castro;5-Portugal 18-Castelo Branco;M;5;single;5 single;5; white;5  white;21/10/1974;7;Undergraduate degree;5; Presidency;10;Trainee;#N/A;#N/A;27/01/2011;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;64;1;Glória Maria Pinto Moraes;5-Portugal 7- Setúbal ;F;8; Separated ;8  Separated ;5; white;5  white;23/01/1962;8;Graduate school;12;Controlling;11;Analyst;7;Senior;05/08/2015;15;Website;#N/A;#N/A;#N/A;5;€ 3.000,00
5-ACME Corporation;65;1;Oliver Noronha Sousa;5-Portugal 17-Viseu;M;9;DIVORCED;9 DIVORCED;5; white;5  white;12/01/1989;7;Undergraduate degree;10;Operations;9;Intern;#N/A;#N/A;11/09/2013;11;Next Station;#N/A;#N/A;#N/A;4;€ 1.205,00
5-ACME Corporation;66;1;Davi Lucca Resende Costa;5-Portugal 17-Viseu;M;6;MarrieD;6 MarrieD;6;Black or African American;6 Black or African American;19/04/1959;7;Undergraduate degree;11;Communication & Marketing;11;Analyst;6;Pleno;03/10/2009;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 2.580,00
5-ACME Corporation;67;1;Davi Mendes Sousa;5-Portugal 24-Brangança;M;5;single;5 single;5; white;5  white;17/08/1963;7;Undergraduate degree;10;Operations;10;Trainee;#N/A;#N/A;04/11/2019;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;68;1;Peter Esposito Rangel;5-Portugal 14-Madeira;M;5;single;5 single;5; white;5  white;06/01/1971;8;Graduate school;13;Audit;11;Analyst;7;Senior;13/08/2003;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;69;1;Stella Serra Alvim;5-Portugal 13-Coimbra;F;6;MarrieD;6 MarrieD;5; white;5  white;22/12/1980;7;Undergraduate degree;5; Presidency;10;Trainee;#N/A;#N/A;14/02/2011;13;Google;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;70;1;Clarice Carneiro Dias;5-Portugal 19-Beja;F;7;Widowed ;7 Widowed ;5; white;5  white;18/03/1969;7;Undergraduate degree;6;Administration;11;Analyst;7;Senior;11/12/2012;6;Learn4Good;#N/A;#N/A;#N/A;4;€ 2.500,00
5-ACME Corporation;71;1;Anthony Gabriel Brasão Rangel;5-Portugal 23-Viana do Castelo;M;8; Separated ;8  Separated ;5; white;5  white;18/11/1966;7;Undergraduate degree;9; Commercial;9;Intern;#N/A;#N/A;07/11/2011;13;Google;#N/A;#N/A;#N/A;4;€ 1.285,00
5-ACME Corporation;72;1;Tomás Reis Camacho;5-Portugal 8-AveirO;M;5;single;5 single;8;ASIAN;8 ASIAN;21/10/1977;7;Undergraduate degree;8;Human Resource;11;Analyst;7;Senior;29/09/2020;7;SAPO Emprego;#N/A;#N/A;#N/A;4;€ 2.580,00
5-ACME Corporation;73;1;Ana Vitória Almeida Dantas;5-Portugal 16-Azores;F;7;Widowed ;7 Widowed ;7;  Hispanic or LATINO;7   Hispanic or LATINO;06/02/1980;7;Undergraduate degree;5; Presidency;10;Trainee;#N/A;#N/A;04/03/2017;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;74;1;Emmanuel Leite Testa;5-Portugal 16-Azores;M;5;single;5 single;5; white;5  white;04/03/1984;8;Graduate school;10;Operations;11;Analyst;6;Pleno;14/08/2002;14;LinkedIn;#N/A;#N/A;#N/A;5;€ 3.000,00
5-ACME Corporation;75;1;Arthur Gabriel Peçanha Conti;5-Portugal 24-Brangança;M;7;Widowed ;7 Widowed ;5; white;5  white;06/12/1954;7;Undergraduate degree;9; Commercial;10;Trainee;#N/A;#N/A;18/11/2015;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 1.385,00
5-ACME Corporation;76;1;Hector Negreiros Alves;5-Portugal 7- Setúbal ;M;8; Separated ;8  Separated ;5; white;5  white;27/02/1969;7;Undergraduate degree;11;Communication & Marketing;11;Analyst;5;Junior;10/06/2014;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 2.580,00
5-ACME Corporation;77;1;Júlio Moretti Bermudes;5-Portugal 16-Azores;M;8; Separated ;8  Separated ;5; white;5  white;08/02/1988;7;Undergraduate degree;13;Audit;9;Intern;#N/A;#N/A;26/11/2010;15;Website;#N/A;#N/A;#N/A;5;€ 1.205,00
5-ACME Corporation;78;1;Joana Ricci Camões;5-Portugal 13-Coimbra;F;6;MarrieD;6 MarrieD;5; white;5  white;14/04/1975;8;Graduate school;9; Commercial;11;Analyst;6;Pleno;15/03/2005;10;Jobs in Lisbon;#N/A;#N/A;#N/A;4;€ 3.080,00
5-ACME Corporation;79;1;Maria Laura Mancini Luz;5-Portugal 19-Beja;F;6;MarrieD;6 MarrieD;5; white;5  white;20/07/1990;7;Undergraduate degree;8;Human Resource;10;Trainee;#N/A;#N/A;12/05/2004;5;Indeed;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;80;1;Maria Luiza Almeida Lombardi;5-Portugal 5- Lisboa;F;7;Widowed ;7 Widowed ;6;Black or African American;6 Black or African American;10/03/1962;8;Graduate school;7;Finance;11;Analyst;5;Junior;24/04/2001;12; recommendation of employee;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;81;1;Maya Malafaia Batista;5-Portugal 20-Portalegre;F;8; Separated ;8  Separated ;5; white;5  white;31/10/1955;7;Undergraduate degree;9; Commercial;10;Trainee;#N/A;#N/A;07/01/2018;15;Website;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;82;1;Kelly Poeta Serra;5-Portugal 19-Beja;F;7;Widowed ;7 Widowed ;5; white;5  white;18/11/1964;8;Graduate school;13;Audit;11;Analyst;6;Pleno;13/02/2012;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 3.000,00
5-ACME Corporation;83;1;Luanna Gallo Santana;5-Portugal 6-PORTO;F;5;single;5 single;5; white;5  white;04/05/1948;7;Undergraduate degree;8;Human Resource;9;Intern;#N/A;#N/A;17/01/2014;11;Next Station;#N/A;#N/A;#N/A;4;€ 1.285,00
5-ACME Corporation;84;1;Allana Rizzo Albuquerque;5-Portugal 23-Viana do Castelo;F;9;DIVORCED;9 DIVORCED;7;  Hispanic or LATINO;7   Hispanic or LATINO;05/08/1980;8;Graduate school;8;Human Resource;11;Analyst;7;Senior;29/09/2009;13;Google;#N/A;#N/A;#N/A;5;€ 3.080,00
5-ACME Corporation;85;1;Miguel Peçanha Moura;5-Portugal 10-Faro;M;5;single;5 single;5; white;5  white;03/10/1969;7;Undergraduate degree;13;Audit;10;Trainee;#N/A;#N/A;13/06/2013;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;86;1;Eliezer Freitas Anunciação;5-Portugal 17-Viseu;M;7;Widowed ;7 Widowed ;5; white;5  white;07/12/1965;8;Graduate school;11;Communication & Marketing;11;Analyst;6;Pleno;14/11/2019;10;Jobs in Lisbon;#N/A;#N/A;#N/A;4;€ 3.080,00
5-ACME Corporation;87;1;Enzo Gomes Morais;5-Portugal 14-Madeira;M;8; Separated ;8  Separated ;6;Black or African American;6 Black or African American;15/02/1981;7;Undergraduate degree;6;Administration;10;Trainee;#N/A;#N/A;26/04/2016;14;LinkedIn;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;88;1;Gabriela Tavarez de Oliveira;5-Portugal 18-Castelo Branco;F;5;single;5 single;5; white;5  white;25/07/1980;7;Undergraduate degree;10;Operations;11;Analyst;6;Pleno;21/11/2003;13;Google;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;89;1;Adelaide Madureira Andrioli;5-Portugal 10-Faro;F;6;MarrieD;6 MarrieD;5; white;5  white;11/11/1963;7;Undergraduate degree;13;Audit;9;Intern;#N/A;#N/A;15/11/2010;13;Google;#N/A;#N/A;#N/A;5;€ 1.205,00
5-ACME Corporation;90;1;Cecília Auth Ildelfonso;5-Portugal 17-Viseu;F;6;MarrieD;6 MarrieD;5; white;5  white;04/08/1975;8;Graduate school;10;Operations;11;Analyst;5;Junior;26/01/2009;10;Jobs in Lisbon;#N/A;#N/A;#N/A;4;€ 3.000,00
